Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Album Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Project Code	Product Code	Release Version	File Name	Volume	Track No.	Track Name	Track Audio Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Ownership For This Sound Recording	Country of Recording	Nationality of Original Copyright Owner	Songwriter(s)	Publisher(s)	Performer 1 Type	Performer 1 Legal Name	Performer 1 Main Role	Performer 2 Type	Performer 2 Legal Name	Performer 2 Main Role	Performer 3 Type	Performer 3 Legal Name	Performer 3 Main Role	Performer 4 Type	Performer 4 Legal Name	Performer 4 Main Role	Performer 5 Type	Performer 5 Legal Name	Performer 5 Main Role	Only Include/Only Exclude?	Territories (ISO Codes)	md5 Checksum	Filesize	Is Mastered for iTunes?	Mastering Studio Email-Address	Excluded DMS	Streaming allowed	Bundle Only
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_13.flac	1	13	Das rote Pferd	German		AA Apres-Ski!							Front	No	DEHT41202188	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	MONNOT, MARGUERITTE ANGELE;	FRANCIS SALABERT EDITIONS																		1c87ad9a57ecf3b1a05fcc6e4463f8c3	25754203	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_14.flac	1	14	Amsterdam	German		AA Apres-Ski!							Front	No	DEHT41202189	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	VON DEM BOTTLENBERG, CORNELIA	RADIO-TELE-MUSIC GMBH																		1c38e371a7acc01c100fccf4474c52e1	33439975	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_15.flac	1	15	Viva Colonia	German		AA Apres-Ski!							Front	No	DEHT41202190	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	KRAUTMACHER, HENNING	VOGELSANG MUSIK GMBH																		1aca3d16f72309db00ec6bdf99ed1269	24382751	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_16.flac	1	16	7 Sünden	German	Apres-Ski 2013 Mix	AA Apres-Ski!							Front	No	DEHT41202191	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	Busse, Uwe	Big Ears Musikverlag																		b51d46b14127a28b7d524f1e92bdfe3c	29942454	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_17.flac	1	17	Er hat ein knallrotes Gummiboot	German		AA Apres-Ski!							Front	No	DEHT41202192	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	Schmidt, Bobby	Primus Edition Rolf Budde																		4f17b228531d613d06fd95c85d6e1baf	28313416	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_18.flac	1	18	Kufsteinlied	German		AA Apres-Ski!							Front	No	DEHT41202193	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	GANZER; GANZER	EFFEL-MUSIC EDITION																		29f33751d72943055a151bc1752540bc	28018542	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_19.flac	1	19	Bobfahrerlied	German		AA Apres-Ski!							Front	No	DEHT41202194	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	MICHL , WILLY																			abd42cad549038c56e01e4d0e77b6da5	29102901	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Apres-Ski Megaparty 2013	German	AA Apres-Ski!	Germany	Blue Door Records Christian Lösch		AA Apres-Ski!							2012-11-30	2012-11-30	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823823	4260149823823	1352145356591	1352145356591_00382		1352145356591_01_20.flac	1	20	Apres-Ski Schlager Medley	German		AA Apres-Ski!							Front	No	DEHT41202195	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	Bruhn, Christian; Rudnik, Ralf; Cordalis, Costa; Roemer, Eugen; White, Jack; Hendrik, Tony; Kamphuis, J	Nero; Vogelsang; April; Roemer; Young; Hanseatic; Intersong																		c60f599db86ec10b722c2028b072d5ec	34088643	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_01.flac	1	1	Narhalla Marsch	German	Karneval Mix	Karneval!							Front	No	DEHT41202009	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	ZULEHNER, KARL																			26b2977ea9ac1c06079039ddedb39bd7	13507264	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_02.flac	1	2	Nur noch Schuhe an	German		Karneval!							Front	No	DEHT41202010	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	KOOPMANS, ANTONIUS; KOOPMANS, GERARDUS	BME SONGS; SCHEDLER, RUDI, MUSIKVERLAG GMBH																		d06799a995daf2b9cd210bd6fbe77ece	28875113	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_03.flac	1	3	Fastelovend Em Blot	German	Karneval 2013 Mix	Karneval!							Front	No	DEHT41202011	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	Lösch, Christian	Blue Door Musikverlag																		62e860e3101b3e35dff3d0b1f7be5923	25844852	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_04.flac	1	4	Denn wenn et Trömmelche jeht	German		Karneval!							Front	No	DEHT41202012	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	BRAND, KARL-HEINZ	SOUNDSPLASH RECORDS MUSIK-VERLAG																		c38a91d533f6b3ac6c63861e017519c0	19678145	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_05.flac	1	5	Die Hölle morgen früh	German		Karneval!							Front	No	DEHT41202013	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	FRANKFURTER, JEAN	KATRIN EDITION DER SONY/ATV;																		6e3baa34ce3b3590559cb76359fa7a40	28930077	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_06.flac	1	6	Schatzi schenk mir ein Foto	German		Karneval!							Front	No	DEHT41202014	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	KOOPMANS, ANTONIUS; KOOPMANS, GERARDUS	BME SONGS; SCHEDLER, RUDI, MUSIKVERLAG GMBH																		37efb4de5f32100d4410f6ab72132a14	28324752	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_07.flac	1	7	Mer losse d'r Dom in Kölle	German		Karneval!							Front	No	DEHT41202015	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	ENGEL, THOMAS RICHARD	DE-BLAECK FOEOESS MUSIKVERLAG GMBH																		1b71fcfc9e94e989fb345b2a1b1ee9c8	32316182	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_08.flac	1	8	Schenk mir dein Herz	German		Karneval!							Front	No	DEHT41202016	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	FROEHLICH, JAN-PETER	Edition Höhner																		35e6512bbe784687669951db149a2c97	30190184	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_09.flac	1	9	So ein schöner Tag (Fliegerlied)	German		Karneval!							Front	No	DEHT41202017	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	DONAUER, ANDREAS	SCHEDLER, RUDI, MUSIKVERLAG GMBH																		499efc33d2b8d141fedce30507591f69	27960682	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_10.flac	1	10	Tage wie diese (An Tagen wie diesen)	German		Karneval!							Front	No	DEHT41202018	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	HOLST VON, ANDREAS	PKM PATRICKS KLEINER MUSIKVERLAG GMBH																		39e045f3aed276af6cc2c64b31fd1df0	32165963	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_11.flac	1	11	Dicke Mädchen	German		Karneval!							Front	No	DEHT41202019	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	FROEHLICH, JAN-PETER; KRAUTMACHER, HENNING;  SCHOENER, HANNES;  JATES, PETER, WERNER	VOGELSANG MUSIK GMBH																		88c83cd07ab7de0b33d5fd20027ea898	29149356	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_12.flac	1	12	Du hast mich tausendmal belogen	German		Karneval!							Front	No	DEHT41202020	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	Roemer, Eugen	Roemer Musikverlag																		352f9e3f66c129b44f0126989b03ca7f	28903282	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_13.flac	1	13	Das rote Pferd	German	Karneval Party Mix	Karneval!							Front	No	DEHT41202021	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	MONNOT, MARGUERITTE ANGELE;	FRANCIS SALABERT EDITIONS																		1c87ad9a57ecf3b1a05fcc6e4463f8c3	25754203	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_14.flac	1	14	Amsterdam	German		Karneval!							Front	No	DEHT41202022	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	BOTTLENBERG VON DEM, CORNELIA; MINKOW, SWETLANA	RADIO-TELE-MUSIC GMBH																		1c38e371a7acc01c100fccf4474c52e1	33439975	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_15.flac	1	15	Viva  Colonia	German		Karneval!							Front	No	DEHT41202023	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	FROEHLICH, JAN-PETER; KRAUTMACHER, HENNING; RUDNIK, RALF; SCHOENER, HANNES; WERNER JATES, PETER	VOGELSANG MUSIK GMBH																		1aca3d16f72309db00ec6bdf99ed1269	24382751	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_16.flac	1	16	Rut sin de Ruse	German		Karneval!							Front	No	DEHT41202024	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	JONET, RENE	CORBEAU PUBLISHING																		1f725c08a0e745b3e8139fc2d49b3efa	26950616	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_17.flac	1	17	Er hat ein knallrotes Gummiboot	German	Karneval Mix 2013	Karneval!							Front	No	DEHT41202025	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	SCHMIDT, BOBBY	PRIMUS EDITION ROLF BUDDE KG																		4f17b228531d613d06fd95c85d6e1baf	28313416	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Karneval Megaparty 2013	German	Karneval!	Germany	Blue Door Records Christian Lösch		Karneval!							2012-11-09	2012-11-09	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2012 Blue Door Records Christian Lösch	4260149823625	4260149823625	1351021582864	1351021582864_00362		1351021582864_01_18.flac	1	18	Cowboy und Indianer (Komm hol das Lasso raus)	German		Karneval!							Front	No	DEHT41202026	No	2012 Blue Door Records Christian Lösch	I have no master rights	Germany	Germany	PESCH /SCHOELER	GOTHIC MUSIKVERLAG GMBH																		0ff2eac38822b86486a6b2bdb3a24dcf	29520754	No		Altacom|AmazonDOD|AudibleMagic|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
